state,zcta5,County,PctUrban,FIPS
01,35116,Jefferson AL,49.0,01073
01,35117,Jefferson AL,73.9,01073
01,35118,Jefferson AL,47.8,01073
01,35119,Jefferson AL,81.9,01073
01,35120,St. Clair AL,0.0,01115
01,35121,Blount AL,33.7,01009
01,35124,Shelby AL,96.1,01117
01,35125,St. Clair AL,46.7,01115
01,35126,Jefferson AL,72.3,01073
01,35127,Jefferson AL,98.1,01073
01,35128,St. Clair AL,39.5,01115
01,35130,Walker AL,6.0,01127
01,35131,St. Clair AL,0.0,01115
01,35133,Blount AL,9.8,01009
01,35135,St. Clair AL,45.1,01115
01,35136,Coosa AL,0.0,01037
01,35139,Jefferson AL,0.0,01073
01,35143,Shelby AL,0.0,01117
01,35146,St. Clair AL,25.3,01115
01,35147,Shelby AL,50.7,01117
01,35148,Walker AL,73.1,01127
01,35149,Talladega AL,0.0,01121
01,35150,Talladega AL,65.9,01121
01,35151,Talladega AL,16.5,01121
01,35160,Talladega AL,50.3,01121
01,35171,Chilton AL,3.3,01021
01,35172,Blount AL,0.0,01009
01,35173,Jefferson AL,78.0,01073
01,35175,Marshall AL,0.2,01095
01,35176,Shelby AL,0.0,01117
01,35178,Shelby AL,0.0,01117
01,35179,Cullman AL,4.3,01043
01,35180,Jefferson AL,0.0,01073
01,35183,Coosa AL,0.0,01037
01,35184,Bibb AL,0.8,01007
01,35186,Shelby AL,0.0,01117
01,35187,Shelby AL,100.0,01117
01,35188,Bibb AL,52.6,01007
01,35203,Jefferson AL,100.0,01073
01,35204,Jefferson AL,100.0,01073
01,35205,Jefferson AL,100.0,01073
01,35206,Jefferson AL,100.0,01073
01,35207,Jefferson AL,97.9,01073
01,35208,Jefferson AL,100.0,01073
01,35209,Jefferson AL,100.0,01073
01,35210,Jefferson AL,95.5,01073
01,35211,Jefferson AL,96.4,01073
01,35212,Jefferson AL,100.0,01073
01,35213,Jefferson AL,100.0,01073
01,35214,Jefferson AL,95.5,01073
01,35215,Jefferson AL,98.2,01073
01,35216,Jefferson AL,100.0,01073
01,35217,Jefferson AL,97.7,01073
01,35218,Jefferson AL,100.0,01073
01,35221,Jefferson AL,100.0,01073
01,35222,Jefferson AL,100.0,01073
01,35223,Jefferson AL,100.0,01073
01,35224,Jefferson AL,97.3,01073
01,35226,Jefferson AL,99.2,01073
01,35228,Jefferson AL,100.0,01073
01,35229,Jefferson AL,100.0,01073
01,35233,Jefferson AL,100.0,01073
01,35234,Jefferson AL,100.0,01073
01,35235,Jefferson AL,100.0,01073
01,35242,Shelby AL,96.6,01117
01,35243,Jefferson AL,100.0,01073
01,35244,Jefferson AL,100.0,01073
01,35254,Jefferson AL,100.0,01073
01,35401,Tuscaloosa AL,97.7,01125
01,35404,Tuscaloosa AL,96.5,01125
01,35405,Tuscaloosa AL,93.2,01125
01,35406,Tuscaloosa AL,89.1,01125
01,35441,Hale AL,0.0,01065
01,35442,Pickens AL,0.0,01107
01,35443,Greene AL,0.0,01063
01,35444,Tuscaloosa AL,0.0,01125
01,35446,Tuscaloosa AL,0.0,01125
01,35447,Pickens AL,0.0,01107
01,35452,Tuscaloosa AL,17.4,01125
01,35453,Tuscaloosa AL,41.4,01125
01,35456,Tuscaloosa AL,21.4,01125
01,35457,Tuscaloosa AL,0.0,01125
01,35458,Tuscaloosa AL,0.0,01125
01,35459,Sumter AL,0.0,01119
01,35460,Sumter AL,0.0,01119
01,35461,Pickens AL,0.0,01107
01,35462,Greene AL,0.0,01063
01,35463,Tuscaloosa AL,0.0,01125
01,35464,Sumter AL,0.0,01119
01,35466,Pickens AL,0.0,01107
01,35469,Greene AL,0.0,01063
01,35470,Sumter AL,0.0,01119
01,35473,Tuscaloosa AL,84.0,01125
01,35474,Hale AL,47.9,01065
01,35475,Tuscaloosa AL,35.2,01125
01,35476,Tuscaloosa AL,99.9,01125
01,35477,Sumter AL,0.0,01119
01,35480,Tuscaloosa AL,0.0,01125
01,35481,Pickens AL,0.0,01107
01,35490,Tuscaloosa AL,7.6,01125
01,35501,Walker AL,69.6,01127
01,35503,Walker AL,15.5,01127
01,35504,Walker AL,40.4,01127
01,35540,Winston AL,0.0,01133
01,35541,Winston AL,0.0,01133
01,35542,Fayette AL,0.0,01057
01,35543,Marion AL,0.0,01093
01,35544,Lamar AL,0.0,01075
01,35545,Fayette AL,0.0,01057
01,35546,Fayette AL,0.0,01057
01,35548,Marion AL,0.0,01093
01,35549,Walker AL,0.0,01127
01,35550,Walker AL,0.0,01127
01,35552,Lamar AL,0.0,01075
01,35553,Winston AL,0.0,01133
01,35554,Fayette AL,0.0,01057
01,35555,Fayette AL,33.5,01057
01,35559,Fayette AL,0.0,01057
01,35563,Marion AL,0.0,01093
01,35564,Marion AL,0.0,01093
01,35565,Winston AL,29.1,01133
01,35570,Marion AL,28.8,01093
01,35571,Franklin AL,0.0,01059
01,35572,Winston AL,0.0,01133
01,35574,Lamar AL,0.0,01075
01,35575,Winston AL,0.0,01133
01,35576,Lamar AL,0.0,01075
01,35577,Winston AL,0.0,01133
01,35578,Walker AL,0.0,01127
01,35579,Walker AL,0.0,01127
01,35580,Walker AL,0.0,01127
01,35581,Franklin AL,0.0,01059
01,35582,Franklin AL,0.0,01059
01,35584,Walker AL,0.0,01127
01,35585,Franklin AL,0.0,01059
01,35586,Lamar AL,0.0,01075
01,35587,Walker AL,0.0,01127
01,35592,Lamar AL,0.0,01075
01,35593,Franklin AL,0.0,01059
01,35594,Marion AL,0.0,01093
01,35601,Morgan AL,100.0,01103
01,35603,Morgan AL,75.5,01103
01,35610,Lauderdale AL,0.0,01077
01,35611,Limestone AL,59.0,01083
01,35613,Limestone AL,49.5,01083
01,35614,Limestone AL,30.3,01083
01,35616,Colbert AL,0.0,01033
01,35618,Lawrence AL,0.0,01079
01,35619,Morgan AL,0.0,01103
01,35620,Limestone AL,5.5,01083
01,35621,Morgan AL,0.0,01103
01,35622,Morgan AL,0.0,01103
01,35630,Lauderdale AL,99.6,01077
01,35633,Lauderdale AL,39.6,01077
01,35634,Lauderdale AL,34.2,01077
01,35640,Morgan AL,55.6,01103
01,35643,Lawrence AL,0.0,01079
01,35645,Lauderdale AL,20.7,01077
01,35646,Colbert AL,0.0,01033
01,35647,Limestone AL,0.0,01083
01,35648,Lauderdale AL,0.0,01077
01,35649,Limestone AL,0.0,01083
01,35650,Lawrence AL,20.9,01079
01,35651,Lawrence AL,0.0,01079
01,35652,Lauderdale AL,0.0,01077
01,35653,Franklin AL,65.6,01059
01,35654,Franklin AL,28.5,01059
01,35660,Colbert AL,100.0,01033
01,35661,Colbert AL,74.3,01033
01,35670,Morgan AL,0.0,01103
01,35671,Limestone AL,0.0,01083
01,35672,Lawrence AL,0.0,01079
01,35673,Lawrence AL,30.2,01079
01,35674,Colbert AL,47.4,01033
01,35677,Lauderdale AL,0.0,01077
01,35739,Limestone AL,0.0,01083
01,35740,Jackson AL,62.1,01071
01,35741,Madison AL,73.6,01089
01,35744,Jackson AL,0.0,01071
01,35745,Jackson AL,0.0,01071
01,35746,Jackson AL,0.0,01071
01,35747,Marshall AL,0.0,01095
01,35748,Madison AL,9.6,01089
01,35749,Madison AL,83.3,01089
01,35750,Madison AL,29.4,01089
01,35751,Jackson AL,0.0,01071
01,35752,Jackson AL,0.0,01071
01,35754,Morgan AL,0.0,01103
01,35755,Marshall AL,0.0,01095
01,35756,Limestone AL,55.5,01083
01,35757,Madison AL,98.7,01089
01,35758,Madison AL,100.0,01089
01,35759,Madison AL,73.6,01089
01,35760,Madison AL,0.0,01089
01,35761,Madison AL,26.3,01089
01,35763,Madison AL,76.9,01089
01,35764,Jackson AL,0.0,01071
01,35765,Jackson AL,0.0,01071
01,35766,Jackson AL,0.0,01071
01,35768,Jackson AL,46.3,01071
01,35769,Jackson AL,49.4,01071
01,35771,Jackson AL,0.0,01071
01,35772,Jackson AL,0.0,01071
01,35773,Madison AL,17.8,01089
01,35774,Jackson AL,0.0,01071
01,35775,Morgan AL,0.0,01103
01,35776,Jackson AL,0.0,01071
01,35801,Madison AL,100.0,01089
01,35802,Madison AL,97.5,01089
01,35803,Madison AL,94.7,01089
01,35805,Madison AL,100.0,01089
01,35806,Madison AL,99.0,01089
01,35808,Madison AL,78.6,01089
01,35810,Madison AL,94.6,01089
01,35811,Madison AL,88.4,01089
01,35816,Madison AL,100.0,01089
01,35824,Madison AL,96.4,01089
01,35896,Madison AL,100.0,01089
01,35901,Etowah AL,79.8,01055
01,35903,Etowah AL,79.8,01055
01,35904,Etowah AL,80.1,01055
01,35905,Etowah AL,37.7,01055
01,35906,Etowah AL,74.3,01055
01,35907,Etowah AL,76.3,01055
01,35950,Marshall AL,75.3,01095
01,35951,Marshall AL,36.1,01095
01,35952,Etowah AL,0.0,01055
01,35953,St. Clair AL,0.0,01115
01,35954,Etowah AL,50.0,01055
01,35956,Etowah AL,12.9,01055
01,35957,Marshall AL,54.2,01095
01,35958,Jackson AL,0.0,01071
01,35959,Cherokee AL,12.8,01019
01,35960,Cherokee AL,26.3,01019
01,35961,DeKalb AL,0.0,01049
01,35962,DeKalb AL,0.0,01049
01,35963,DeKalb AL,0.0,01049
01,35966,Jackson AL,0.0,01071
01,35967,DeKalb AL,41.0,01049
01,35968,DeKalb AL,4.5,01049
01,35971,DeKalb AL,0.0,01049
01,35972,Etowah AL,0.0,01055
01,35973,Cherokee AL,0.0,01019
01,35974,DeKalb AL,0.0,01049
01,35975,DeKalb AL,0.0,01049
01,35976,Marshall AL,42.0,01095
01,35978,DeKalb AL,0.0,01049
01,35979,DeKalb AL,0.0,01049
01,35980,Marshall AL,0.0,01095
01,35981,DeKalb AL,0.0,01049
01,35983,Cherokee AL,11.6,01019
01,35984,DeKalb AL,0.0,01049
01,35986,DeKalb AL,0.0,01049
01,35987,St. Clair AL,0.0,01115
01,35988,DeKalb AL,0.0,01049
01,35989,DeKalb AL,0.0,01049
01,35990,Etowah AL,0.0,01055
01,36003,Autauga AL,0.0,01001
01,36005,Pike AL,0.0,01109
01,36006,Autauga AL,0.0,01001
01,36009,Crenshaw AL,0.0,01041
01,36010,Pike AL,0.0,01109
01,36013,Montgomery AL,0.0,01101
01,36016,Barbour AL,0.0,01005
01,36017,Barbour AL,0.0,01005
01,36020,Elmore AL,63.5,01051
01,36022,Elmore AL,40.6,01051
01,36024,Elmore AL,0.0,01051
01,36025,Elmore AL,87.1,01051
01,36026,Coosa AL,0.0,01037
01,36027,Barbour AL,54.4,01005
01,36028,Covington AL,0.0,01039
01,36029,Bullock AL,0.0,01011
01,36030,Butler AL,0.0,01013
01,36031,Macon AL,0.0,01087
01,36032,Lowndes AL,0.0,01085
01,36033,Butler AL,0.0,01013
01,36034,Pike AL,0.0,01109
01,36035,Pike AL,0.0,01109
01,36036,Montgomery AL,0.0,01101
01,36037,Butler AL,42.8,01013
01,36038,Covington AL,0.0,01039
01,36039,Macon AL,0.0,01087
01,36040,Lowndes AL,0.0,01085
01,36041,Crenshaw AL,0.0,01041
01,36042,Crenshaw AL,0.0,01041
01,36043,Montgomery AL,6.1,01101
01,36046,Crenshaw AL,0.0,01041
01,36047,Lowndes AL,0.0,01085
01,36048,Barbour AL,0.0,01005
01,36049,Crenshaw AL,0.0,01041
01,36051,Autauga AL,0.0,01001
01,36052,Montgomery AL,0.0,01101
01,36053,Bullock AL,0.0,01011
01,36054,Elmore AL,92.6,01051
01,36064,Montgomery AL,32.0,01101
01,36066,Autauga AL,92.0,01001
01,36067,Autauga AL,56.0,01001
01,36069,Montgomery AL,0.0,01101
01,36071,Crenshaw AL,0.0,01041
01,36075,Macon AL,0.0,01087
01,36078,Elmore AL,30.7,01051
01,36079,Pike AL,42.6,01109
01,36080,Elmore AL,0.0,01051
01,36081,Pike AL,67.4,01109
01,36082,Pike AL,98.3,01109
01,36083,Macon AL,51.4,01087
01,36088,Macon AL,97.0,01087
01,36089,Bullock AL,60.6,01011
01,36091,Chilton AL,0.0,01021
01,36092,Elmore AL,35.3,01051
01,36093,Elmore AL,5.0,01051
01,36104,Montgomery AL,99.7,01101
01,36105,Montgomery AL,87.6,01101
01,36106,Montgomery AL,100.0,01101
01,36107,Montgomery AL,100.0,01101
01,36108,Montgomery AL,84.6,01101
01,36109,Montgomery AL,100.0,01101
01,36110,Montgomery AL,88.2,01101
01,36111,Montgomery AL,100.0,01101
01,36112,Montgomery AL,100.0,01101
01,36113,Montgomery AL,99.1,01101
01,36115,Montgomery AL,100.0,01101
01,36116,Montgomery AL,93.6,01101
01,36117,Montgomery AL,94.8,01101
01,36201,Calhoun AL,82.6,01015
01,36203,Calhoun AL,93.6,01015
01,36205,Calhoun AL,58.7,01015
01,36206,Calhoun AL,90.7,01015
01,36207,Calhoun AL,70.6,01015
01,36250,Calhoun AL,23.5,01015
01,36251,Clay AL,0.0,01027
01,36255,Clay AL,0.0,01027
01,36256,Tallapoosa AL,0.0,01123
01,36258,Clay AL,0.0,01027
01,36260,Calhoun AL,53.1,01015
01,36262,Cleburne AL,0.0,01029
01,36263,Randolph AL,0.0,01111
01,36264,Cleburne AL,0.0,01029
01,36265,Calhoun AL,60.5,01015
01,36266,Clay AL,0.0,01027
01,36267,Clay AL,0.0,01027
01,36268,Talladega AL,5.2,01121
01,36269,Cleburne AL,0.0,01029
01,36271,Calhoun AL,0.5,01015
01,36272,Calhoun AL,27.4,01015
01,36273,Cleburne AL,0.0,01029
01,36274,Randolph AL,38.2,01111
01,36276,Randolph AL,0.0,01111
01,36277,Calhoun AL,82.4,01015
01,36278,Randolph AL,0.0,01111
01,36279,Calhoun AL,0.0,01015
01,36280,Randolph AL,0.0,01111
01,36301,Houston AL,75.5,01069
01,36303,Houston AL,87.3,01069
01,36305,Houston AL,90.2,01069
01,36310,Henry AL,0.0,01067
01,36311,Dale AL,0.0,01045
01,36312,Houston AL,1.1,01069
01,36313,Geneva AL,0.0,01061
01,36314,Geneva AL,0.0,01061
01,36316,Geneva AL,0.0,01061
01,36317,Henry AL,0.0,01067
01,36318,Geneva AL,0.0,01061
01,36319,Houston AL,0.0,01069
01,36320,Houston AL,0.0,01069
01,36321,Houston AL,23.0,01069
01,36322,Dale AL,49.2,01045
01,36323,Coffee AL,0.0,01031
01,36330,Coffee AL,82.0,01031
01,36340,Geneva AL,48.3,01061
01,36343,Houston AL,0.0,01069
01,36344,Geneva AL,0.0,01061
01,36345,Henry AL,27.3,01067
01,36346,Coffee AL,0.0,01031
01,36350,Dale AL,41.8,01045
01,36351,Coffee AL,0.0,01031
01,36352,Houston AL,0.0,01069
01,36353,Henry AL,0.0,01067
01,36360,Dale AL,59.9,01045
01,36362,Dale AL,61.4,01045
01,36370,Houston AL,0.0,01069
01,36371,Dale AL,36.9,01045
01,36373,Henry AL,0.0,01067
01,36374,Dale AL,0.0,01045
01,36375,Geneva AL,0.0,01061
01,36376,Houston AL,0.0,01069
01,36401,Conecuh AL,30.3,01035
01,36420,Covington AL,52.5,01039
01,36421,Covington AL,11.4,01039
01,36425,Monroe AL,0.0,01099
01,36426,Escambia AL,42.4,01053
01,36432,Conecuh AL,0.0,01035
01,36435,Wilcox AL,0.0,01131
01,36436,Clarke AL,0.0,01025
01,36439,Monroe AL,0.0,01099
01,36441,Escambia AL,15.4,01053
01,36442,Covington AL,0.0,01039
01,36444,Monroe AL,0.0,01099
01,36445,Monroe AL,0.0,01099
01,36446,Clarke AL,0.0,01025
01,36451,Clarke AL,0.0,01025
01,36453,Coffee AL,0.0,01031
01,36454,Conecuh AL,0.0,01035
01,36455,Covington AL,0.0,01039
01,36456,Butler AL,0.0,01013
01,36460,Monroe AL,45.0,01099
01,36467,Covington AL,47.8,01039
01,36470,Monroe AL,0.0,01099
01,36471,Monroe AL,0.0,01099
01,36473,Conecuh AL,0.0,01035
01,36474,Covington AL,0.0,01039
01,36475,Conecuh AL,0.0,01035
01,36476,Covington AL,0.0,01039
01,36477,Geneva AL,0.0,01061
01,36480,Monroe AL,0.0,01099
01,36481,Monroe AL,0.0,01099
01,36482,Clarke AL,0.0,01025
01,36483,Covington AL,0.0,01039
01,36502,Escambia AL,35.8,01053
01,36505,Mobile AL,10.9,01097
01,36507,Baldwin AL,39.2,01003
01,36509,Mobile AL,86.2,01097
01,36511,Baldwin AL,0.0,01003
01,36512,Mobile AL,0.0,01097
01,36513,Washington AL,0.0,01129
01,36518,Washington AL,0.0,01129
01,36521,Mobile AL,0.0,01097
01,36522,Mobile AL,0.0,01097
01,36523,Mobile AL,22.8,01097
01,36524,Clarke AL,0.0,01025
01,36525,Mobile AL,40.1,01097
01,36526,Baldwin AL,90.2,01003
01,36527,Baldwin AL,85.5,01003
01,36528,Mobile AL,0.0,01097
01,36529,Washington AL,0.0,01129
01,36530,Baldwin AL,0.0,01003
01,36532,Baldwin AL,66.6,01003
01,36535,Baldwin AL,66.4,01003
01,36538,Washington AL,0.0,01129
01,36539,Washington AL,0.0,01129
01,36540,Clarke AL,0.0,01025
01,36541,Mobile AL,30.6,01097
01,36542,Baldwin AL,68.4,01003
01,36543,Escambia AL,0.0,01053
01,36544,Mobile AL,54.6,01097
01,36545,Clarke AL,29.4,01025
01,36548,Washington AL,0.0,01129
01,36549,Baldwin AL,51.6,01003
01,36550,Baldwin AL,0.0,01003
01,36551,Baldwin AL,57.3,01003
01,36553,Washington AL,0.0,01129
01,36555,Baldwin AL,0.0,01003
01,36556,Washington AL,0.0,01129
01,36558,Washington AL,0.0,01129
01,36559,Baldwin AL,100.0,01003
01,36560,Mobile AL,0.0,01097
01,36561,Baldwin AL,69.9,01003
01,36562,Baldwin AL,0.0,01003
01,36564,Baldwin AL,0.0,01003
01,36567,Baldwin AL,42.4,01003
01,36568,Mobile AL,0.0,01097
01,36569,Washington AL,0.0,01129
01,36571,Mobile AL,82.3,01097
01,36572,Mobile AL,93.8,01097
01,36574,Baldwin AL,0.0,01003
01,36575,Mobile AL,65.9,01097
01,36576,Baldwin AL,14.9,01003
01,36578,Baldwin AL,0.0,01003
01,36579,Baldwin AL,0.0,01003
01,36580,Baldwin AL,0.0,01003
01,36581,Washington AL,0.0,01129
01,36582,Mobile AL,67.6,01097
01,36583,Washington AL,0.0,01129
01,36584,Washington AL,0.0,01129
01,36585,Washington AL,0.0,01129
01,36587,Mobile AL,15.2,01097
01,36602,Mobile AL,100.0,01097
01,36603,Mobile AL,100.0,01097
01,36604,Mobile AL,100.0,01097
01,36605,Mobile AL,99.0,01097
01,36606,Mobile AL,100.0,01097
01,36607,Mobile AL,100.0,01097
01,36608,Mobile AL,90.6,01097
01,36609,Mobile AL,100.0,01097
01,36610,Mobile AL,100.0,01097
01,36611,Mobile AL,99.5,01097
01,36612,Mobile AL,100.0,01097
01,36613,Mobile AL,34.5,01097
01,36615,Mobile AL,100.0,01097
01,36617,Mobile AL,100.0,01097
01,36618,Mobile AL,99.4,01097
01,36619,Mobile AL,96.3,01097
01,36688,Mobile AL,100.0,01097
01,36693,Mobile AL,98.6,01097
01,36695,Mobile AL,92.5,01097
01,36701,Dallas AL,63.0,01047
01,36703,Dallas AL,62.5,01047
01,36720,Wilcox AL,0.0,01131
01,36722,Wilcox AL,0.0,01131
01,36723,Wilcox AL,0.0,01131
01,36726,Wilcox AL,0.0,01131
01,36727,Clarke AL,0.0,01025
01,36728,Wilcox AL,0.0,01131
01,36732,Marengo AL,76.1,01091
01,36736,Marengo AL,0.0,01091
01,36738,Marengo AL,0.0,01091
01,36740,Greene AL,0.0,01063
01,36742,Marengo AL,2.5,01091
01,36744,Hale AL,0.0,01065
01,36748,Marengo AL,0.0,01091
01,36749,Autauga AL,0.0,01001
01,36750,Chilton AL,0.0,01021
01,36751,Monroe AL,0.0,01099
01,36752,Lowndes AL,0.0,01085
01,36753,Monroe AL,0.0,01099
01,36754,Marengo AL,0.0,01091
01,36756,Perry AL,0.0,01105
01,36758,Dallas AL,0.0,01047
01,36759,Dallas AL,0.0,01047
01,36761,Dallas AL,0.0,01047
01,36763,Marengo AL,0.0,01091
01,36765,Hale AL,0.0,01065
01,36766,Wilcox AL,0.0,01131
01,36767,Dallas AL,0.0,01047
01,36768,Wilcox AL,0.0,01131
01,36769,Wilcox AL,0.0,01131
01,36773,Dallas AL,0.0,01047
01,36775,Dallas AL,0.0,01047
01,36776,Hale AL,0.0,01065
01,36782,Marengo AL,0.0,01091
01,36783,Marengo AL,0.0,01091
01,36784,Clarke AL,42.4,01025
01,36785,Lowndes AL,0.0,01085
01,36786,Perry AL,0.0,01105
01,36790,Chilton AL,0.0,01021
01,36792,Bibb AL,0.0,01007
01,36793,Bibb AL,0.0,01007
01,36801,Lee AL,88.3,01081
01,36804,Lee AL,24.6,01081
01,36830,Lee AL,88.0,01081
01,36832,Lee AL,82.0,01081
01,36849,Lee AL,100.0,01081
01,36850,Tallapoosa AL,0.0,01123
01,36852,Lee AL,0.0,01081
01,36853,Tallapoosa AL,0.0,01123
01,36854,Chambers AL,66.0,01017
01,36855,Chambers AL,0.0,01017
01,36856,Russell AL,1.2,01113
01,36858,Russell AL,0.0,01113
01,36859,Russell AL,0.0,01113
01,36860,Russell AL,0.0,01113
01,36861,Tallapoosa AL,0.0,01123
01,36862,Chambers AL,0.0,01017
01,36863,Chambers AL,66.6,01017
01,36865,Lee AL,0.0,01081
01,36866,Macon AL,0.0,01087
01,36867,Russell AL,99.1,01113
01,36869,Russell AL,70.8,01113
01,36870,Lee AL,92.6,01081
01,36871,Russell AL,0.0,01113
01,36874,Lee AL,0.0,01081
01,36875,Russell AL,0.0,01113
01,36877,Lee AL,74.8,01081
01,36879,Lee AL,23.7,01081
01,36901,Sumter AL,0.0,01119
01,36904,Choctaw AL,0.0,01023
01,36907,Sumter AL,0.0,01119
01,36908,Choctaw AL,0.0,01023
01,36910,Choctaw AL,0.0,01023
01,36912,Choctaw AL,0.0,01023
01,36913,Choctaw AL,0.0,01023
01,36915,Choctaw AL,0.0,01023
01,36916,Choctaw AL,0.0,01023
01,36919,Choctaw AL,0.0,01023
01,36921,Choctaw AL,0.0,01023
01,36922,Choctaw AL,0.0,01023
01,36925,Sumter AL,0.0,01119
02,99501,Anchorage Borough AK,100.0,02020
02,99502,Anchorage Borough AK,99.9,02020
02,99503,Anchorage Borough AK,99.9,02020
02,99504,Anchorage Borough AK,100.0,02020
02,99505,Anchorage Borough AK,96.0,02020
02,99506,Anchorage Borough AK,91.5,02020
02,99507,Anchorage Borough AK,98.9,02020
02,99508,Anchorage Borough AK,100.0,02020
02,99510,North Slope Borough AK,0.0,02185
02,99515,Anchorage Borough AK,99.3,02020
02,99516,Anchorage Borough AK,92.4,02020
02,99517,Anchorage Borough AK,100.0,02020
02,99518,Anchorage Borough AK,100.0,02020
02,99519,North Slope Borough AK,0.0,02185
02,99540,Anchorage Borough AK,0.0,02020
02,99546,Aleutians West Census Area AK,0.0,02016
02,99547,Aleutians West Census Area AK,0.0,02016
02,99548,Lake and Peninsula Borough AK,0.0,02164
02,99549,Lake and Peninsula Borough AK,0.0,02164
02,99550,Kodiak Island Borough AK,0.0,02150
02,99551,Bethel Census Area AK,0.0,02050
02,99552,Bethel Census Area AK,0.0,02050
02,99553,Aleutians East Borough AK,0.0,02013
02,99554,Wade Hampton Census Area AK,0.0,02270
02,99555,Dillingham Census Area AK,0.0,02070
02,99556,Kenai Peninsula Borough AK,0.0,02122
02,99557,Bethel Census Area AK,0.0,02050
02,99558,Yukon-Koyukuk Census Area AK,0.0,02290
02,99559,Bethel Census Area AK,58.1,02050
02,99561,Bethel Census Area AK,0.0,02050
02,99563,Wade Hampton Census Area AK,0.0,02270
02,99564,Lake and Peninsula Borough AK,0.0,02164
02,99565,Lake and Peninsula Borough AK,0.0,02164
02,99566,Valdez-Cordova Census Area AK,0.0,02261
02,99567,Anchorage Borough AK,76.9,02020
02,99568,Kenai Peninsula Borough AK,0.0,02122
02,99569,Dillingham Census Area AK,0.0,02070
02,99571,Aleutians East Borough AK,0.0,02013
02,99572,Kenai Peninsula Borough AK,0.0,02122
02,99573,Valdez-Cordova Census Area AK,0.0,02261
02,99574,Valdez-Cordova Census Area AK,0.0,02261
02,99575,Bethel Census Area AK,0.0,02050
02,99576,Dillingham Census Area AK,0.0,02070
02,99577,Anchorage Borough AK,83.4,02020
02,99578,Bethel Census Area AK,0.0,02050
02,99579,Lake and Peninsula Borough AK,0.0,02164
02,99580,Dillingham Census Area AK,0.0,02070
02,99581,Wade Hampton Census Area AK,0.0,02270
02,99583,Aleutians East Borough AK,0.0,02013
02,99585,Wade Hampton Census Area AK,0.0,02270
02,99586,Valdez-Cordova Census Area AK,0.0,02261
02,99587,Anchorage Borough AK,0.0,02020
02,99588,Valdez-Cordova Census Area AK,0.0,02261
02,99589,Bethel Census Area AK,0.0,02050
02,99590,Yukon-Koyukuk Census Area AK,0.0,02290
02,99591,Aleutians West Census Area AK,0.0,02016
02,99602,Yukon-Koyukuk Census Area AK,0.0,02290
02,99603,Kenai Peninsula Borough AK,0.0,02122
02,99604,Wade Hampton Census Area AK,0.0,02270
02,99605,Kenai Peninsula Borough AK,0.0,02122
02,99606,Lake and Peninsula Borough AK,0.0,02164
02,99607,Bethel Census Area AK,0.0,02050
02,99609,Bethel Census Area AK,0.0,02050
02,99610,Kenai Peninsula Borough AK,0.0,02122
02,99611,Kenai Peninsula Borough AK,32.5,02122
02,99612,Aleutians East Borough AK,0.0,02013
02,99613,Bristol Bay Borough AK,0.0,02060
02,99614,Bethel Census Area AK,0.0,02050
